berth_id,wharf_name,berth_no,berth_name,ownership_prefix,length_m,quay_structure,water_depth_m,water_depth_is_range,capacity_value,capacity_unit,capacity_suspect,unload_value,unload_unit,handling_cargo_name,operator_name,address,built_year,built_by,quay_length_raw,water_depth_raw,capacity_raw,unload_raw,port_code,spec_source,concurrent_vessels,port_name,note,name_source,length_basis
UTK부두-2선석,UTK부두,2.0,UTK부두2선석,,246.0,돌핀,12.0,False,,DWT,False,2363.0,천 톤,"화학공업생산품,석유정제품 등",유나이티드터미널코리아,울산광역시 울주군 온산읍 처용리 수역,2009.0,민간,246m(돌핀),12m,"30,000DWT / 1척8,000DWT / 1척","2,363천 톤",PORT0000000076,UPA_WEB,,,,UPA_API,BERTH
달포부두-1선석,달포부두,1.0,달포부두1선석,,,중력식,7.0,False,3000.0,DWT,False,,,"조선기자재,규사 등",울산항만공사,"울산광역시 울주군 온산읍 산암리 150-7번지, 320번지, 321-1번지",2002.0,국가,325m(중력식),7m,"3,000DWT / 2척",,PORT0000000077,UPA_WEB,,,,UPA_API,WHARF_TOTAL
달포부두-2선석,달포부두,2.0,달포부두2선석,,,중력식,7.0,False,3000.0,DWT,False,,,"조선기자재,규사 등",울산항만공사,"울산광역시 울주군 온산읍 산암리 150-7번지, 320번지, 321-1번지",2002.0,국가,325m(중력식),7m,"3,000DWT / 2척",,PORT0000000078,UPA_WEB,,,,UPA_API,WHARF_TOTAL
대한유화부두-1선석,대한유화부두,1.0,대한유화부두1선석,,,돌핀,12.0,False,,DWT,False,1581.0,천 톤,석유정제품 등,대한유화(주),울산광역시 울주군 온산읍 처용리 수역,1991.0,민간,320m(돌핀),12m,"80,000DWT / 1척50,000DWT / 1척","1,581천 톤",PORT0000000079,UPA_WEB,,,,UPA_API,WHARF_TOTAL
대한유화부두-2선석,대한유화부두,2.0,대한유화부두2선석,,,돌핀,12.0,False,,DWT,False,1581.0,천 톤,석유정제품 등,대한유화(주),울산광역시 울주군 온산읍 처용리 수역,1991.0,민간,320m(돌핀),12m,"80,000DWT / 1척50,000DWT / 1척","1,581천 톤",PORT0000000080,UPA_WEB,,,,UPA_API,WHARF_TOTAL
S-Oil 4부두-1선석,S-Oil 4부두,1.0,S-Oil 4부두1선석,,,중력식,,False,30000.0,DWT,False,,,화학공업생산품 등,동북화학,울산광역시 울주군 온산읍 산암리 150번지 일원,2003.0,민간,585m(중력식),,"30,000DWT / 1척",,PORT0000000081,UPA_WEB,,,,UPA_API,WHARF_TOTAL
S-Oil 4부두-2선석,S-Oil 4부두,2.0,S-Oil 4부두2선석,,,중력식,12.0,False,10000.0,DWT,False,,,화학공업생산품 등,동북화학,울산광역시 울주군 온산읍 산암리 150번지 일원,2008.0,민간,585m(중력식),12m,"10,000DWT 2척",,PORT0000000082,UPA_WEB,,,,UPA_API,WHARF_TOTAL
S-Oil 4부두-3선석,S-Oil 4부두,3.0,S-Oil 4부두3선석,,,중력식,12.0,False,10000.0,DWT,False,,,화학공업생산품 등,동북화학,울산광역시 울주군 온산읍 산암리 150번지 일원,2008.0,민간,585m(중력식),12m,"10,000DWT 2척",,PORT0000000083,UPA_WEB,,,,UPA_API,WHARF_TOTAL
온산1부두,온산1부두,,온산1부두,,270.0,중력식,11.0,False,20000.0,DWT,False,905.0,천 톤,"모래, 광석,석유정제품 등",KG케미칼,울산광역시 울주군 온산읍 산암리 143번지 일원,1993.0,국가,270m(중력식),11m,"20,000DWT / 1척",905천 톤,PORT0000000084,UPA_WEB,,,,UPA_API,BERTH
온산2부두,온산2부두,,온산2부두,,210.0,중력식,11.0,False,20000.0,DWT,False,816.0,천 톤,"석유정제품,광석 등",LS니꼬동제련,울산광역시 울주군 온산읍 산암리 143번지 일원,1981.0,국가,210m(중력식),11m,"20,000DWT / 1척",816천 톤,PORT0000000085,UPA_WEB,,,,UPA_API,BERTH
온산3부두,온산3부두,,온산3부두,,230.0,잔교식,12.0,False,20000.0,DWT,False,816.0,천 톤,"석유정제품,광석 등",고려아연(주),울산광역시 울주군 온산읍 산암리 143-20,1991.0,국가,230m(잔교식),12m,"20,000DWT / 1척",816천 톤,PORT0000000086,UPA_WEB,,,,UPA_API,BERTH
온산4부두,온산4부두,,온산4부두,,210.0,중력식,11.0,False,20000.0,DWT,False,20000.0,DWT / 1척,"석유정제품,시멘트 등",한라시멘트,울산광역시 울주군 온산읍 산암리 143번지 일원,1992.0,국가,210m(중력식),11m,"20,000DWT / 1척","20,000DWT / 1척",PORT0000000087,UPA_WEB,,,,UPA_API,BERTH
정일1부두-1선석,정일1부두,1.0,정일1부두1선석,,,돌핀,11.0,False,,DWT,False,925.0,천 톤,석유정제품 등,(주)정일스톨트헤븐울산,울산광역시 울주군 온산읍 산암리 수역,1988.0,민간,354m(돌핀),11m,"40,000DWT / 1척3,000DWT / 1척",925천 톤,PORT0000000088,UPA_WEB,,,,UPA_API,WHARF_TOTAL
정일1부두-2선석,정일1부두,2.0,정일1부두2선석,,,돌핀,11.0,False,,DWT,False,925.0,천 톤,석유정제품 등,(주)정일스톨트헤븐울산,울산광역시 울주군 온산읍 산암리 수역,1988.0,민간,354m(돌핀),11m,"40,000DWT / 1척3,000DWT / 1척",925천 톤,PORT0000000089,UPA_WEB,,,,UPA_API,WHARF_TOTAL
정일2부두-1선석,정일2부두,1.0,정일2부두1선석,,,돌핀,12.5,False,,DWT,False,1395.0,천 톤,석유정제품 등,(주)정일스톨트헤븐울산,울산광역시 울주군 온산읍 산암리 수역,2002.0,민간,256m(돌핀),12.5m,"40,000DWT / 1척20,000DWT / 1척","1,395천 톤",PORT0000000090,UPA_WEB,,,,UPA_API,WHARF_TOTAL
정일2부두-2선석,정일2부두,2.0,정일2부두2선석,,,돌핀,12.5,False,,DWT,False,1395.0,천 톤,석유정제품 등,(주)정일스톨트헤븐울산,울산광역시 울주군 온산읍 산암리 수역,2002.0,민간,256m(돌핀),12.5m,"40,000DWT / 1척20,000DWT / 1척","1,395천 톤",PORT0000000091,UPA_WEB,,,,UPA_API,WHARF_TOTAL
정일컨부두,정일컨부두,,정일컨부두,,220.0,중력식,12.0,False,20000.0,DWT,False,3407.0,천 톤,컨테이너,정일울산컨테이너터미널(주),울산광역시 울주군 온산읍 산암리 150번지 일원,1997.0,민간,220m(중력식),12m,"20,000DWT / 1척","3,407천 톤",PORT0000000092,UPA_WEB,,,,UPA_API,BERTH
효성부두,효성부두,,효성부두,,240.0,중력식,12.0,False,30000.0,DWT,False,761.0,천 톤,화학공업생산품 등,효성,울산광역시 울주군 온산읍 산암리 150번지 일원,1997.0,민간,240m(중력식),12m,"30,000DWT / 1척",761천 톤,PORT0000000093,UPA_WEB,,,,UPA_API,BERTH
LS MNM 신항부두,LS MNM 신항부두,,LS니꼬신항부두,,280.0,중력식,14.0,False,30000.0,DWT,False,1571.0,천 톤,"동, 철강, 연료 등",LS니꼬동제련,"울산광역시 울주군 온산읍 산암리 955, 956번지 일원",2011.0,민간,280m(중력식),14m,"30,000DWT / 1척","1,571천 톤",PORT0000000094,UPA_WEB,,,,UPA_API,BERTH
대한통운신항부두,대한통운신항부두,,대한통운신항부두,,210.0,중력식,14.0,False,20000.0,DWT,False,661.0,천 톤,661천 톤,CJ대한통운,울산광역시 울주군 온산읍 이진리 275번지,2012.0,민간,210m(중력식),14m,"20,000DWT / 1척",661천 톤,PORT0000000095,UPA_WEB,,,,UPA_API,BERTH
세방신항부두,세방신항부두,,세방신항부두,,240.0,중력식,14.0,False,20000.0,DWT,False,661.0,천 톤,661천 톤,세방,울산광역시 울주군 온산읍 산암리 983번지,2013.0,민간,240m(중력식),14m,"20,000DWT / 1척",661천 톤,PORT0000000096,UPA_WEB,,,,UPA_WEB,BERTH
신항컨부두-1선석,신항컨부두,1.0,"신항""컨""부두1선석",,,중력식,14.0,False,30000.0,DWT,False,7202.0,천 톤 (52만TEU),컨테이너,UNCT,"울산광역시 남구 황성동 830, 831번지",2009.0,민간,920m(중력식),14m,"30,000DWT(2천TEU)/4척","7,202천 톤 (52만TEU)",PORT0000000097,UPA_WEB,,,,UPA_API,WHARF_TOTAL
신항컨부두-2선석,신항컨부두,2.0,"신항""컨""부두2선석",,,중력식,14.0,False,30000.0,DWT,False,7202.0,천 톤 (52만TEU),컨테이너,UNCT,"울산광역시 남구 황성동 830, 831번지",2009.0,민간,920m(중력식),14m,"30,000DWT(2천TEU)/4척","7,202천 톤 (52만TEU)",PORT0000000098,UPA_WEB,,,,UPA_API,WHARF_TOTAL
신항컨부두-3선석,신항컨부두,3.0,"신항""컨""부두3선석",,,중력식,14.0,False,30000.0,DWT,False,7202.0,천 톤 (52만TEU),컨테이너,UNCT,"울산광역시 남구 황성동 830, 831번지",2009.0,민간,920m(중력식),14m,"30,000DWT(2천TEU)/4척","7,202천 톤 (52만TEU)",PORT0000000099,UPA_WEB,,,,UPA_API,WHARF_TOTAL
신항컨부두-4선석,신항컨부두,4.0,"신항""컨""부두4선석",,,중력식,14.0,False,,m,True,7202.0,천 톤 (52만TEU),컨테이너,UNCT,"울산광역시 남구 황성동 830, 831번지",2009.0,민간,920m(중력식),14m,14m,"7,202천 톤 (52만TEU)",PORT0000000100,UPA_WEB,,,,UPA_API,WHARF_TOTAL
신항남방파제 T/S부두-1선석,신항남방파제 T/S부두,1.0,신항남방파제 T/S부두1선석,,,,16.0,False,50000.0,DWT,False,,,"화학공업생산품,석유정제품 등",울산해상하역,울산광역시 울주군 온산읍 산암리 수역,2009.0,국가,540m,16m,"50,000DWT / 2척",,PORT0000000101,UPA_WEB,,,,UPA_API,WHARF_TOTAL
신항남방파제 T/S부두-2선석,신항남방파제 T/S부두,2.0,신항남방파제 T/S부두2선석,,,,16.0,False,50000.0,DWT,False,,,"화학공업생산품,석유정제품 등",울산해상하역,울산광역시 울주군 온산읍 산암리 수역,2009.0,국가,540m,16m,"50,000DWT / 2척",,PORT0000000102,UPA_WEB,,,,UPA_API,WHARF_TOTAL
신항북방파제 T/S부두-1선석,신항북방파제 T/S부두,1.0,신항북방파제 T/S부두1선석,,,,16.0,False,30000.0,DWT,False,,,"화학공업생산품,석유정제품 등",울산해상하역,울산광역시 남구 황성동 수역,2012.0,국가,650m,16m,"30,000DWT / 2척",,PORT0000000103,UPA_WEB,,,,UPA_API,AMBIGUOUS
신항북방파제 T/S부두-2선석,신항북방파제 T/S부두,2.0,신항북방파제 T/S부두2선석,,,,16.0,False,30000.0,DWT,False,,,"화학공업생산품,석유정제품 등",울산해상하역,울산광역시 남구 황성동 수역,2012.0,국가,650m,16m,"30,000DWT / 2척",,PORT0000000104,UPA_WEB,,,,UPA_API,AMBIGUOUS
신항일반부두-1선석,신항일반부두,1.0,신항일반부두1선석,,,중력식,12.0,False,20000.0,DWT,False,1396.0,천 톤,"석유정제품,철강, 철강제품 등",동방,울산광역시 남구 황성동 829번지,2009.0,국가,340m(중력식),12m,"20,000DWT / 2척","1,396천 톤",PORT0000000105,UPA_WEB,,,,UPA_API,WHARF_TOTAL
신항일반부두-2선석,신항일반부두,2.0,신항일반부두2선석,,,중력식,12.0,False,20000.0,DWT,False,1396.0,천 톤,"석유정제품,철강, 철강제품 등",동방,울산광역시 남구 황성동 829번지,2009.0,국가,340m(중력식),12m,"20,000DWT / 2척","1,396천 톤",PORT0000000106,UPA_WEB,,,,UPA_API,WHARF_TOTAL
신항작업부두,신항작업부두,,신항작업부두,,140.0,중력식,7.0,False,3000.0,DWT,False,1360.0,천 톤,공사용자재,울산항만공사,울산광역시 남구 황성동,1998.0,국가,140m(중력식),7m,"3,000DWT / 7m","1,360천 톤",PORT0000000107,UPA_WEB,,,,UPA_WEB,BERTH
용연부두-1선석,용연부두,1.0,용연부두1선석,,450.0,중력식,14.0,False,,DWT,False,1280.0,천 톤,"목재, 잡화 등",울산항만공사,울산광역시 남구 황성동 380번지,2016.0,울산항만공사,450m(중력식),14m,"20,000DWT / 1척30,000DWT / 1척","1,280천 톤",PORT0000000108,UPA_WEB,,,,UPA_API,BERTH
용연부두-2선석,용연부두,2.0,용연부두2선석,,150.0,중력식,14.0,False,,DWT,False,1280.0,천 톤,"목재, 잡화 등",울산항만공사,울산광역시 남구 황성동 380번지,2016.0,울산항만공사,150m(중력식),14m,"20,000DWT / 1척30,000DWT / 1척","1,280천 톤",PORT0000000109,UPA_WEB,,,,UPA_API,BERTH
정일스톨트헤븐 울산신항3부두,정일스톨트헤븐 울산신항3부두,,정일스톨트헤븐 울산신항 3부두,,270.0,중력식,14.0,False,50000.0,DWT,False,1836.0,천 톤,"유기화합물,석유정제품 등",(주)정일스톨트헤븐울산,울산광역시 온산읍 산암리 984번지 일원,2013.0,민간,270m(중력식),14m,"50,000DWT / 1척","1,836천 톤",PORT0000000110,UPA_WEB,,,,UPA_API,BERTH
정일스톨트헤븐 울산신항4부두,정일스톨트헤븐 울산신항4부두,,정일스톨트헤븐 울산신항 4부두,,270.0,중력식,14.0,False,50000.0,DWT,False,1836.0,천 톤,"유기화합물,석유정제품 등",(주)정일스톨트헤븐울산,울산광역시 온산읍 산암리 984번지 일원,2012.0,민간,270m(중력식),14m,"50,000DWT / 1척","1,836천 톤",PORT0000000111,UPA_WEB,,,,UPA_API,BERTH
정일스톨트헤븐 울산신항5부두,정일스톨트헤븐 울산신항5부두,,정일스톨트헤븐 울산신항 5부두,,270.0,중력식,14.0,False,50000.0,DWT,False,1836.0,천 톤,"석유정제품,동식물성유지 등",(주)정일스톨트헤븐울산,울산광역시 온산읍 산암리 984번지 일원,2012.0,민간,270m(중력식),14m,"50,000DWT / 1척","1,836천 톤",PORT0000000112,UPA_WEB,,,,UPA_API,BERTH
UTK 신항부두,UTK 신항부두,,UTK신항부두,,240.0,중력식,14.0,False,20000.0,DWT,False,728.0,천 톤,"목재, 펄프 등",유나이티드터미널코리아(주)_신항,"울산광역시 울주군 온산읍 이진리 265, 266번지",2012.0,2012년 / 민간,240m(중력식),14m,"20,000DWT / 1척",728천 톤,PORT0000000113,UPA_WEB,,,,UPA_API,BERTH
석유공사부이,석유공사부이,,한국석유공사 부이,,,,27.0,False,300000.0,DWT,False,,,원유,한국석유공사,울산광역시 울주군 온산읍 해상,1995.0,민간,,27m,"300,000DWT / 1기",,PORT0000000114,UPA_WEB,,,,UPA_API,
한진신항부두,한진신항부두,,한진신항부두,,210.0,중력식,14.0,False,20000.0,DWT,False,661.0,천 톤,"화학공업생산품,모래, 목재, 기계류",한진울산신항운영,울산광역시 울주군 온산읍 이진리 274번지,2012.0,민간,210m(중력식),14m,"20,000DWT / 1척",661천 톤,PORT0000000115,UPA_WEB,,,,UPA_API,BERTH
현대오일터미널 신항2부두,현대오일터미널 신항2부두,,현대오일터미널 신항부두,,270.0,중력식,14.0,False,50000.0,DWT,False,1836.0,천 톤,"화학공업생산품,석유정제품 등",현대오일터미널(주),울산광역시 울주군 온산읍 산암리 978번지,2013.0,민간,270m(중력식),14m,"50,000DWT / 1척","1,836천 톤",PORT0000000116,UPA_WEB,,,,UPA_API,BERTH
미포부두,미포부두,,미포부두,,210.0,중력식,9.0,False,20000.0,DWT,False,987.0,천 톤,"철강, 철강제품,기계류, 선박 등",현대중공업,"울산광역시 동구 방어동 1425-2번지, 서부동 134번지 일원",1972.0,민간,210m(중력식),9m,"20,000DWT / 1척",987천 톤,PORT0000000117,UPA_WEB,,,,UPA_API,BERTH
북신항 액체부두,북신항 액체부두,,북신항 액체부두,,300.0,,15.0,,,,,,,,,,,,,,,,,UPA_API,1.0,울산신항,UPA 웹 부두현황 117건에 없으나 PORT-MIS 가 MBN/31 로 배정한다. 공공 API(upa_berth_facility)에 안벽 300m·수심 15m 로 존재해 그 값을 옮겼다. 접안능력은 API 에도 결측이라 비워 둔다 — 추측해 채우지 않는다(감사 기준값),UPA_API,BERTH
